,fuzz_locations,fuzzed
722,ianmcdonald.&yorkblvd,ianmacdonaldblvd
723,morningviewavenue&morningviewtrail,morningviewtrail
724,oldweston&st.clair,weston
725,alibon&western,albion&weston
726,guildwood&morningside,guildwoodpkwy&morningside
727,finch&scarboroughtowncentre$morningside,morningside
728,kennedy&st.clair,kennedy
729,finch&keele36d,keele
730,eglinton&jonsville,eglinton&ion
731,scarboroughtowncentre$hupfield&sewells,ion&scarboroughcentre
732,culford&valencia,culford
733,bay&gerrard,bay&gerrardwestnorth
734,finch&senecahill,finch&ion
735,busroadway&keelest,keele
736,bicknell&eglinton,beachell&eglintoneast
737,grandravinedr&keele,grandravine&keele
738,sheppard&yonge,yonge
739,beecroft&sheppard,beecroft&sheppardwest
740,donmills&eglnton,donmills
741,foreman&mtpleasant&eglinton,mtpleasant&roslin
742,eglintonavee.&formanave,eglintoneast
743,baniff&eglinton,banff&eglintoneast
744,scinthrope&sheppard,scunthorpe&sheppardeast
745,eglintonavee.&lebovicave,eglintoneast&lebovic
746,eglinton&royalyork,eglintonwest&royalyork
747,finch&station,finch&ion
748,allen&eglinton,edenvalley&eglintonwest
749,kane&oldwestonrd,kane&oldweston
750,bradstock&westonrd,bradstock&weston
751,eglintonave&laird,eglintoneast&laird
752,ellemsere&victoriapark,ellesmere&victoriapark
753,dunfield&eglintonave,dunfield&eglintoneast
754,lawrence&railside,railside
755,donmill&duncanmill,donmills&duncanmill
756,esnapark&steeles,keele
757,dufferin&king,dufferin
758,finch36c&yorkgate,norfinch
759,finch&jayzel36b,finchwest&jayzel
760,12th&lakeshore,eighth&lakeshoreblvdwestnorth
761,bayview&lawrence,bayview&lawrenceeast-yorkuniversityglendoncampus
762,bayview&dawlish,bayview
763,brown'sline&lakeshoreblvdw,brown'sline&lakeshoreblvdwestnorth
764,sweeny&victoriapark,victoriapark
765,dufferin&tycos`,tycos
766,finch&yorkgate,finch&ion
767,gerrard&victoriapark,gerrardeast&victoriapark
768,ray&western,ray&weston
769,bellamy&kingston,kingston
770,bridletownecircle&finch,bridletownecircle&fincheast
771,kingstonrd&markham,kingston&markham
772,stclair&warden,warden
773,queensway&royalyork,royalyork
774,finch&westonroad36b,weston
775,dvictoriapark&lawrence,victoriapark
776,ellesmere&kennedyrd,ellesmere&kennedy
777,baylawn&finch,baylawn&fincheast
778,cassandra&underhill,cassandrablvd&underhill
779,finch&heathview,fincheast&he&hview
780,ianmacdonald&thompson,ianmacdonaldblvd&thepond
781,eglinton&soutservice,eglintoneast&southserviceeast
782,finch&wilfred,fincheast&wilfred
783,eastmall&rathburn,theeastmall&r&hburn
784,blackcreek&weston,weston
785,chesswood&finch,chesswood
786,finch&mccown,mccowan
787,keele&steeles,keele
788,carnforth&lawrence,carnforth&lawrenceeast
789,lawrence&leslie,leslie
790,eglinton&widdicombe,eglinton&ion
791,walshave&westonrdatalbionrd,weston
792,keele&st.regis,keele
793,kiplingave.&steeles,kipling
794,dufferinst.&steeles,dufferin
795,kingstonrd&st.clair,kingston
796,birchmount&st.clair,birchmount
797,bloor&symington,bloorwest&symington
798,bay&front,bay&frontwestsouth-union&ion
799,birchmount&danforthrd,birchmount&danforth
800,jparliament&winchestr,parliament&winchester
801,finch&tangiers36b,finchwest&tangiers
802,summerhill&yonge,yonge
803,eglinton&phermacy,eglintonsq&pharmacy
804,bayview&steels,bayview
805,lawrenceweststation-weston&oak.,weston
806,kipling&torlake,kipling
807,finch&wilmington,finchwest&wilmington
808,eglinton&holly,eglinton&ion
809,finch&milliken,fincheast&millikenblvd
810,bay&bedford,bedford&davenport
811,oakwood&vaughan.,oakwood&vaughan
812,lawrence&marcos,lawrenceeast&marcosblvd
813,eglinton&emmitt,eglintonwest&emmett
814,fenside&roywood,fensidesouth&roywood
815,peterkaiser&steeles,peterkaiserg&e&eeleswest
816,birchmount&kingstonrd,birchmount&kingston
817,donmills&goodstonerd,donmills&godstone
818,dundas&keele,keele
819,burnhill&wardenave,burnhill&warden
820,rathburn&renforth,r&hburn&renforth
821,st.dennis&wynford,dennis
822,kipling&rathburn,kipling&r&hburn
823,bay&cumberland,bay&cumberland-bay&ion
824,bloor&markland,bloorwest&markland
825,albion&shindale,albion&shendale
826,queen&shaw,queenwest&shaw
827,kingst&yonge,kingeast&yonge
828,d.vardon&ellesmere,ellesmere
829,steelcase&victoriapark,victoriapark
830,&martingrove,martingrove
831,yorkblvd&yorklanes,yorklandblvd&yorklandeast
832,jane&lampton,jane&lambton
833,finch36d&milvan,milvan
834,albion&westonrd.,weston
835,bay&queensquay,bay&queensquaywestnorth-jacklaytonferryterminal
836,bay&dundas,bay&dundaswest
837,finch&senecacollege,bay&college
838,eglintonave&lebovicave,eglintoneast&lebovic
839,ellesmere&parkington,ellesmere&parkingtoncres
840,christie&st.clair,christie&clairwest
841,avenueroad&eglinton,eglintoneast
842,arncliffe&victoriapark,victoriapark
843,duplex&eglinton,duplex&eglintonwest
844,finchstation$necr&mofib.&w's,finchwest
845,blackcreek&lawrenceavew,blackstone&lawrencewest
846,martingrove&steeles,martingrove
847,oakwoodave&stclair,clair&ion
848,eastmall&eglinton,theeastmall
849,foxwellst&jane,foxwell&jane
850,eglintonave&swiftdr,eglintoneast&swift
851,lawrencewest&westonrd,lawrencewest&weston
852,queensway&westmall,thequeensway&thewestmall
853,eglinton&renrorth,eglintonwest&renforth
854,bayview&sunnybrookhospital,bayview
855,roywood&underpass,lockwood&queeneast
856,albion&weston36a,weston
857,mcnicoll&victoriapk,mcnicoll&victoriapark
858,eglintonavew&northcliffe,eglintonwest&northcliffeblvd
859,albion&westonroad,weston
860,eglinton&spadina,eglintonwest&spadina
861,donwayw&lawerence,ion&lawrence
862,morcambe&victoriapark,victoriapark
863,grandrevine&keele,grandravine&keele
864,ellesmererd&mccowanrd,mccowan
865,hazeltonavenue&majormackenzie,majormackenzieeast
866,artillary&midland,artillery&midland
867,artillary&midlane,artillery&midland
868,pond&sentinel,fountainhead&sentinel
869,barton&bathurst,b&hurst
870,dufferin&regal,dufferin
871,draycott&victoriapark,victoriapark
872,king&parliament,kingeast&parliament
873,danforth&mccowan,danforth
874,basaltic&westburne,bradstock&weston
875,jane&stong,jane
876,lawrence&markaham,lawrenceeast&markham
877,falstaffave&keele,keele
878,bay&queen,bay&queensquaywestnorth-jacklaytonferryterminal
879,bayview&steelesloop,bayview
880,eglintonave&prudhamgate,eglintoneast&prudhamg&e
881,plaxton&st.clair,clair&ion
882,albionrd.&martingrove,albion&martingrove
883,esplanade&frederick,sentinel&fredrickmow&lanesouth
884,coxwell&queen,coxwell&queeneastsouth
885,eglinton&sloane,eglintoneast&sloane
886,danforth&terminal1$danforth,danforth
887,oakwoodave.&ossingtonave,islington
888,drewry&yonge,ewry&yonge
889,finchavenuew.&westonroad,weston
890,altontowersn&mccowan,altontowerscir&mccowan
891,brucepark&eglintonav.,brucepark&eglintoneast
892,broadview&fernwood,broadview&fernwoodgardenssouth
893,401&morningside,morningside
894,keele&sheppard.,keele
895,baymills&sheppard,baymillsblvd&sheppardeast
896,lawrence&underhill,lawrenceeast&underhill
897,eglinton&scottrd.,eglintonwest&scott
898,progress&sheppard,progress
899,nofbrookbanks&valleywoods,brookbanks&valleywoods
900,havenview&sheppard,havenview&sheppardeast
901,midland&midlandsrtstation,midland
902,islingtonave&rexdaleblvd.,rexdaleblvd
903,mantis&morningstar,manion&morningar
904,queensquay&yongest.,yonge
905,steelesloop&warden,warden
906,dan&victoriapark,deanvar&victoriapark
907,lawrenceave&yonge,yonge
908,hwy27&vincergent,milner
909,beford&dupont,bedford&dupont
910,bathurst&horsham,b&hurst&horsham
911,bathurst&warwick,b&hurst&warwick
912,founders&steeels,founderseast&ianmacdonaldblvd
913,kennedystation&treverton,kennedy
914,clark&dufferin,dufferin
915,kennedystation&meadowvaleloop,kennedy
916,firvalley&warden,firvalleycrt&warden
917,consumersrd&sheppard,consumers
918,islingtonave&thewestway,islington&thewestway
919,consumersrd&victoriapark,consumers&victoriapark
920,greenholm&markhamrd,markham
921,benstantonblvd.&lawrenceave.east,benantonblvd&lawrenceeast
922,lakeshore&royalyork,royalyork
923,finch&stc$nashdenesquare,finchwest
924,eglinton&skymark,eglintoneast&markham
925,bloor&lansdown,bloorwest&lansdowne
926,finchave&islingtonave,islington
927,driftwoodave.&janestreet`,jane
928,centinnel&lawsonrd,lawson
929,leasideparkdr.&overleablvd,leasidepark&overleablvd
930,dufferin&ranee,dufferin
931,parlament&wellsley,parliament&wellesleyeastsouth
932,pearsonairport$danforth&warden,danforth
933,leslie&sheppard,leslie
934,jane&trethwey,jane&trethewey
935,dormington&ellesmere,dormingtonwest&ellesmere
936,benton&lawrence,benton&lawrencewestsouth
937,steelesloop&victoriapark,victoriapark
938,bellemy&lawrence,mabelle
939,finch&finchstation$morningside,morningside
940,overlea&thorn,horner
941,guildwood&kingstonrd,kingston
942,albion&finch36b,albion
943,ellesmereness&fromconcordplace$peterst,ellesmere
944,finch&sandhurstcirclee.,fincheast&sandhurstcir
945,markhamloop&steeles,markham
946,canadadrive165f&weston,weston
947,sclp's&yorkmillsstation$knlp,yorkmills
948,mclevin&tapscot,mclevin&tapscott
949,forestrunblvd&rutherford,wynford
950,rexleigh&stclair,rexleigh
951,busroadway&dufferin,dufferin
952,dufferin&sylvanav.,dufferin&sylvan
953,collett&morningstar,collett&morningar
954,arrow36a&finch,arrow
955,bathurst&yorkview,b&hurst&yorkview
956,queen&woodbine,queeneast&woodbine
957,dundas&runnymede,dundaswest&runnymede
958,dundas&runnymeade,dundaswest&runnymede
959,grandmarshall&sheppard,grandmarshall&sheppardeast
960,finch&kennedyrd.,kennedy
961,eglinton&westo,eglintonwest
962,duplex&eglintonstation,duplex&eglintonwest
963,donmillsrd.&eglintonave.,donmills
964,holyoake&humberline,holyoakecres&humberline
965,scunthrope&sheppard,scunthorpe&sheppardeast
966,bushby&mccowan,mccowan
967,eglintonave.&sutherland,eglintoneast&sutherland
968,finch&keeles,keele
969,finchstation$morningview&oldfinch,morningside&oldfinch
970,burnview&lawrence,brookview&lawrencewest
971,bayview&finch,bayview
972,bellamyrd&ellesmere,ellesmere
973,midland&steels,midland
974,knobhilldr.&weston,knobhill&weston
975,middlefeild&steeles,middlefield
976,14thave&mccowan,mccowan
977,henleycr&kiplingave,kipling
978,baymills&bichmount,baymillsblvd&birchmount
979,barbados&eglinton,islington
980,murrayrosspkwy&steelesave,murrayrosspkwy&sentineleast
981,eglintonave.&janestreet,jane
982,guildwoodpkwy&princephillip,guildwoodpkwy&princephilipblvd
983,dufferin&dundas,dufferin
984,arrow36c&finch,arrow
985,finch&weston36a,weston
986,ray&westonrd.,weston
987,eglinton&kipling,kipling
988,leslie$donmillsroad&yorkmill,leslie
989,hwy.27&weston,weston
990,davenport&oakwwod,davenport&oakwood
991,bloor&jane,jane
992,eglintonave.&ionview,eglintoneast&ionview
993,glenrd&southdr,glen&south
994,canlish&lawrence,canlishwest&lawrenceeast
995,conlins&sheppard,conlins&sheppardeast
996,brentcliffe&eglintonave.,brentcliffe&eglintoneast
997,eglinton&marlee,eglintonwest&marlee
998,martingrove&waterbury,martingrove&w&erbury
999,sheppard&victoriapak,oldsheppard&victoriapark
1000,dufferin&stclair.,dufferin
1001,keele&mapleleafdr.,keele&mapleleaf
1002,apex&dufferin,dufferin
1003,14thave&gough,dundaswest&shaversouth
1004,baxter&broadview,broadview
1005,finch&finchdene,finch&ion
1006,finch&willimgton,finchwest&wilmington
1007,16thave.&markham,markham
1008,donavon&eglinton,donavon&eglintoneast
1009,sheppard&tuscangate,sheppardwest&tuscang&e
1010,arrowarg550a-9.47aarg&finch,arrow
1011,ellesmere&militarytr,ellesmere&militarytrail
1012,bloor&landsdowne,bloorwest&lansdowne
1013,hilda&steeles,keele
1014,petrolia&steels,petrolia&wildc&
1015,rutherfordloop&weston,weston
1016,finch&weston36b,weston
1017,albion&finch36aarg6.39a-9.40aarg,albion
1018,rogers.&westonrd,weston
1019,arrow36d&finch,arrow
1020,kingstonrd&morningside,kingston&morningside
1021,407&duffein,dufferin
1022,finch&sandhurst,fincheast&sandhurstcir
1023,407&dufferin,dufferin
1024,gilspur&jane,giltspur&jane
1025,dufferin36a&finch,dufferin
1026,maybrookn&omcnicoll,maybrook&mcnicoll
1027,finch&vic.park,finch&ion
1028,lawrence&thedonwaywest,lawrenceeast&thedonwaywest
1029,oldwestonrd&stclair,weston
1030,crroatia&dufferin,dufferin
1031,gerrard&jones,gerrardeast&jones
1032,midlandave.&steeles,midland
1033,metropolitanrd&wardenave.,warden
1034,midland&shepard,midland
1035,bayst&lakeshore,bay&lakeshoreblvdw
1036,midland&progress.,midland&progress
1037,oakdale&sheppard,oakdale&sheppardwestnorth
1038,sheppardave.&westonroad,weston
1039,brown'sline&lakeshore,brown'sline&lakeshoreblvdwestnorth
1040,parkest.&weston,weston
1041,allenrd&sheppard,malvern&sheppardeast
1042,ellemere&mccowan,ellesmere&mccowan
1043,davenportrd&dupontst,dupont
1044,billingham&dundas,ingram
1045,bradstock&westonrd.,bradstock&weston
1046,dufferin&roselawn,dufferin
1047,3&pearsonairportterm1,airport
1048,julian&wilson,wilson
1049,berryrd&stephen,berry&ephen
1050,birchmount&kingstonrd.,birchmount&kingston
1051,sheppard&weston,weston
1052,roywood&underpassgate,lockwood&queeneast
1053,derwin&oconnor,derwyn&o'connor
1054,martingrove&richview,martingrove
1055,keele&lawence,keele
1056,danenport&symington,davenport&symington
1057,bay&frontst,bay&frontwest
1058,jethrodr.&wilson,wilson
1059,bay&harbour,bay&harboursouth-jacklaytonferryterminal
1060,edenvalley&eglinton,edenvalley&eglintonwest
1061,creugton&vic.park,craigton&victoriapark
1062,greylawncres.&vic.park,greylawncres&victoriapark
1063,eastmall&queensway,theeastmall&thequeensway
1064,queensway&st.lawrence,thequeensway
1065,adelaide&simcoe,adelaideeast&parliament
1066,avenuerd&eglinton,islington
1067,eglitnon&petman,eglintoneast&petman
1068,dundas&quebec,dundaseast&greenwood
1069,gailong&valleywoods,valleywoods
1070,donmills&gateway,donmills
1071,chemicalcourt&coronation,ormont
1072,attwell-steeles&kiplingstation-disco,kipling
1073,evansave.&royalyork,evans
1074,kipling&station,kipling
1075,mt.pleasant&stclair,mtpleasant&roslin
1076,lawrence&westonrd,weston
1077,argone&sheppard,aragon&sheppardeast
1078,jane&onyorkgate,jane
1079,bay&richmond,richmondeast&yonge
1080,doncaster&mainst,doncaster&mainwest
1081,breckongate&sheppard,breckong&e&sheppardeast
1082,st.clair&vaughanrd,clairwest&vaughan
1083,finch&tobermory,finchwest&tobermory
1084,arrowarg5.50a-9.47aarg&finch,arrow
1085,morningsideavenue&morningviewtrail,morningside&morningviewtrail
1086,finch&seneca,finchwest&senlac
1087,finch&jane36b,jane
1088,bathusrt&wilson,wilson
1089,dufferin&rogersroad,dufferin
1090,midland&st.claire,midland
1091,hwy.27&royalcrest,highway&royalcrest
1092,"eglintonavew&oakwood,",eglintonwest&oakwood
1093,bayst&king,baywest&kingwest
1094,allanford&sheppard,allanfordwest&sheppardeast
1095,shadlock&steeles,keele
1096,bolingbrook&lawrence,bolingbroke&lawrencewest
1097,manitoba&royalyork,royalyork
1098,adelaide&bay,adelaidewest&bay
1099,dufferin&lansdowne,lansdowne
1100,jane&dufferin&lawrenceave,jane
1101,dufferin&rogersrd,dufferin&rogers
1102,armstrong&dufferin,dufferin
1103,deauvilleln.&st.dennisdr.,dennis
1104,adelaide&parlament,adelaideeast&parliament
1105,teston&victoriapark,victoriapark
1106,celeste&kingston,kingston
1107,churchillave.&yonge,yonge
1108,greenfield&sheppard,sheppardeast
1109,morningsideavenue&stainesroad,morningside
1110,deauvilleln&stdennis,deauvillelane&dennis
1111,aspen&parkviewhills,aspen&parkviewhillcres
1112,islington&rathburn,islington&r&hburn
1113,dawes&denora,dawes&dentoniapark
1114,ellesmere&heliongate,ellesmere
1115,acadia&davisville,acacia&davisville
1116,gateway&sunnyglenway,g&ewayblvd&sunnyglenway
1117,finchstation$morningside&stained,morningside
1118,humber&weston,weston
1119,jane&lawrenceavew,jane
1120,aldwich&pape,ion&pape
1121,banff&eglinton,banff&eglintoneast
1122,markham&mcnichol,markham&mcnicoll
1123,heathrow&jane,jane
1124,st.clair&victoriapark,victoriapark
1125,allinace&rockcliffe,alliance&rockcliffeblvd
1126,cherokee&finch,cherokeeblvd&fincheast
1127,davenport&spaidina,davenport&spadina
1128,finchavwest&westonrd,weston
1129,jarvis&queensquay,lowerjarvis&queensquayeastnorth
1130,boor&danforth,danforth
1131,bloor&yonge,yonge
1132,newwestminster&steeles,newwestminster&b&hurst
1133,brimly&eglinton,brimley&eglintoneast
1134,avenuerd&lawrenceave,davean
1135,billingham&dundasstwest,ingram
1136,cosburnave.&coxwellave,cosburn
1137,valdanedr.&victoriapark,valdane&victoriapark
1138,finch&vicpk,finch&ion-southboundpl&form
1139,danforth&sadler,danforth
1140,kingston&parcrest,kingston&parkcrest
1141,avenuerd&wilson,wilson
1142,finch&islington36a,islington
1143,centre&yonge,yonge
1144,eastofduplex&eglintonaveeb,duplex&eglintonwest
1145,keele&st.claire,keele
1146,centralpkwy&cordova,cordova
1147,burnhamthorpe&eastmall,burnhamthorpe&theeastmall
1148,milepost&throncliffe,milepostpl&thorncliffepark
1149,bannatyne&silvergrove,bann&yne&silvergrove
1150,coronation&manse,coron&ion&manse
1151,boroughdr&tritonrd,borough&triton
1152,majormackenzie&vellorewood,majormackenzieeast
1153,confederationpkwy&rutherford,wynford
1154,bombar&ellesmere,ellesmere
1155,centralparkway&islington,centralparkwy&islington
1156,kennedy&midland,kennedy
1157,dunravendr.&keele,keele
1158,dundas&howland,dundaswest&howland
1159,tangiers&toro,antibes&torresdaleeast
1160,tangiersrd.&toro,toryork
1161,angusglen&warden,warden
1162,eglinton&serviceroad,eglinton&ion
1163,morningsideavenue&stainesroad.,morningside
1164,427&burnhamthorperamp,burnhamthorpe
1165,bickerton&vanhorne,bickertoncres&vanhorne
1166,danforth&holleyhedge,danforth
1167,mcnicle&vickpark,mcnicoll
1168,murrayrosspkwy&sentinal.,murrayrosspkwy&sentinel
1169,finch&kipling36b,kipling
1170,stclair&victoriapark,victoriapark
1171,bay&charles,bay&charleswestsouth
1172,kingstonrd&victoriapark,kingston&victoriapark
1173,christie&essex,christie&essexsouth
1174,pharmacy&steeles,pharmacy
1175,401&victoriapark,victoriapark
1176,12thstreet&lakeshore,horner
1177,ellesmere&principalrd,ellesmere&principal
1178,kennedyrd&passmore,kennedy&passmore
1179,ellis&queensway,ellis&thequeensway
1180,easrwood&woodbine,eastwood&woodbine
1181,croatia&dufferin,dufferin
1182,maxome&steeles,keele
1183,dianadr.&keele,keele
1184,lowersherbourne&theesplanase,lowersherbourne&theesplanade
1185,kennedy&lawence,kennedy
1186,dawes&donora,dawes&donorasouth
1187,sheppard&northover&arleta,sheppardeast
1188,dufferin36c&finch,dufferin
1189,bathurst&davenport,b&hurst&davenport
1190,janestation$versity&underwood,jane
1191,jane&lambton+,jane&lambton
1192,majormack&woodbine,ion&woodbine
1193,lawrence&shermount,lawrencewest&shermount
1194,bathurst&briarhill,b&hurst&briarhill
1195,consillium&corporatedrive,consiliumpl
1196,leavenworth.&westmall,leavenworthcres&thewestmall
1197,finch&sentinal,finchwest&sentinel
1198,eglinton&westonrd,weston
1199,malvern&sheppard,malvern&sheppardeast
